gene,-40_ura3_A,-40_ura3_B,-20_ura3_A,-20_ura3_B,0_ura3_A,0_ura3_B,10_ura3_A,10_ura3_B,20_ura3_A,20_ura3_B,20_ura3_B.1,40_ura3_A,40_ura3_B,60_ura3_A,60_ura3_B,80_ura3_A,80_ura3_B,-40_0258_A,-40_0258_B,-20_0258_A,-20_0258_B,0_0258_A,0_0258_B,10_0258_A,10_0258_B,20_0258_A,40_0258_A,40_0258_B,60_0258_A,60_0258_B,80_0258_A,80_0258_B
VNG0291H,0.064956717,0.025736734,-0.019858686,0.001138404,-0.00969908,-0.079875083,0.050698784,0.03188083,0.048993087,0.067352395,0.021568485,-0.002908417,0.095342838,0.005233405,0.079143558,-0.027633627,0.072446474,0.008253013,0.062898279,0.001763973,0.03967991,-0.00534433,-0.099657167,0.023244206,0.083128877,0.00753441,0.064427559,0.054395914,0.05038145,0.176408402,0.067082561,0.076759902
VNG0293H,-0.080846053,0.055694809,-0.030487616,-0.093082895,-0.070604525,0.053367688,-0.135783264,-0.150069854,0.067348266,-0.393529182,-0.218497689,-0.291208491,-0.326488048,-0.249588914,-0.296776421,-0.373336264,-0.259929272,-0.083022611,-0.016645434,-0.035785833,-0.021872777,0.044609166,0.080166293,0.138615172,-0.147622312,0.015811143,0.038797427,-0.199845533,-0.171346147,-0.383760657,-0.321534472,-0.411263549
VNG0294G,-0.159734582,-0.055698628,-0.020900809,0.033396151,-0.07143739,-0.084456621,0.028877464,-0.026623598,-0.063305395,0.102714494,0.049528038,0.02795101,0.080724207,-0.013024963,-0.054174483,0.081460994,-0.027848975,0.051418111,-0.037089763,-0.056227735,-0.101540263,-0.090552927,-0.073451973,-0.059738976,-0.025741074,-0.002229422,-0.019118872,0.018278456,0.111223026,0.126633102,0.228900568,0.137675697
VNG0296H,0.420431281,-0.002282968,0.028416518,-0.051209715,0.006011564,-0.026022423,-0.037578966,-0.006110226,-0.034277311,-0.189273595,-0.039937248,-0.132274559,-0.150487177,-0.132443298,-0.153074683,-0.091957254,-0.055258977,-0.127931145,0.027052837,-0.020932741,0.192647006,0.026642087,0.300926697,-0.021492697,-0.058848054,-0.058660089,-0.039348459,-0.127070258,-0.076294946,-0.103400356,-0.11822296,-0.252574991
VNG0297H,-0.118525278,0.008368003,-0.036237202,-0.056919877,0.19862199,0.419792811,-0.220064053,-0.075632302,0.007943999,-0.221272759,-0.414760833,-0.503747005,-0.494804365,-0.427331726,-0.416469591,-0.631878661,-0.597177459,-0.050207806,-0.024483935,-0.012305982,0.050039887,0.424099762,0.13301103,0.255163503,-0.085318939,-0.209399618,0.025616627,-0.23938741,-0.379921934,-0.597055486,-0.213711477,-0.08990976
VNG0298H,-0.009892152,-0.030099122,0.026134759,-0.051650067,0.011620548,-0.046141049,0.064967947,0.091192289,0.01093074,0.160600489,0.049697217,0.064738975,0.075184667,0.034240546,-0.047285536,0.040356806,-0.014213665,0.051653317,0.068446719,-0.010661494,0.070903092,-0.027412931,0.023002609,0.238924245,0.092646238,0.141990624,0.173456093,0.11987841,0.084898952,0.160643516,0.155464776,0.130919444
VNG0300C,0.026948317,-0.034337018,-0.002798999,0.039903927,-0.037607257,-0.043050021,-0.027036976,-0.034926976,-0.02756431,0.133729356,0.025429681,0.023239647,0.006082956,0.05366361,-0.047278215,0.056754323,-0.07956252,0.115483667,0.021315186,0.066114622,-0.131686594,-0.021954341,-0.133917895,-0.107152773,-0.124770895,0.090258616,-0.020685109,-0.046204426,0.080632068,0.043039283,0.068494067,0.088565143
VNG0301C,-0.26041191,-0.020898624,-0.037045298,0.06237739,-0.101226941,-0.160387179,-0.017764991,-0.047307895,-0.114388465,0.196282191,0.169810817,0.049807808,0.18589454,-0.03150379,0.09562706,0.100172465,0.062644276,0.001522772,0.026745983,-0.012607565,-0.14717679,-0.194772651,-0.143512275,-0.180971045,-0.00385466,0.071248104,-0.012179525,0.104193363,0.210814808,0.358698891,0.231103692,0.233695036
VNG0303G,-0.215132604,-0.048631577,-0.087997924,-0.100836395,-0.001057903,-0.096649314,0.002451397,0.004002538,-0.170682533,0.121758231,0.060239651,0.057636223,0.20090626,-0.000344841,0.05952239,0.108016668,0.073131417,0.067294611,0.047448059,-0.024916013,-0.042491801,-0.14528295,-0.043510185,-0.096537146,-0.179149332,-0.0477008,-0.070115045,0.049346645,0.112028185,0.144083568,0.057340518,0.135636775
VNG0305G,0.183337478,0.002910683,0.047681735,0.045077469,0.035480535,0.134895397,-0.028898927,-0.049361866,0.052280381,-0.089421256,-0.125095038,0.016089496,-0.14519013,-0.004474028,-0.047469768,0.018939207,0.021591573,0.101015546,0.029127702,0.156642421,0.125628182,0.151254529,0.094212336,0.036131786,-0.003436128,0.01203252,0.064098398,0.073471266,0.077655301,-0.114180381,0.042806718,0.04205488
VNG0306C,-0.017983385,-0.010237952,0.00355024,0.025250385,0.081965436,-0.030082265,0.023897471,0.157041644,-0.10901444,0.117419429,0.051551663,0.319710983,0.195813693,0.186679123,0.177102322,0.146713554,0.1609527,0.007895018,0.054039122,0.076118812,0.05471446,-0.035211014,0.035410689,0.256199685,-0.020133615,0.063215342,0.042194575,0.086800465,0.00313928,0.042518104,0.116951584,0.050918106
VNG0307G,0.060096158,-0.015095506,-0.048213111,-0.067865556,-0.04814104,0.032993779,-0.108908336,-0.08059986,-0.054164706,-0.053034094,0.010037566,0.007253699,0.04680583,-0.065832215,-0.013298793,0.004644927,0.014815595,0.085365214,-0.051816693,0.033563769,-0.00898427,0.028457054,-0.037885438,-0.132681535,-0.13529632,0.007300144,-0.044391867,0.040114674,0.152097212,0.111304006,0.004049396,0.146955558
VNG0308G,0.091508793,-0.049698692,-0.000367057,-0.035479101,0.040658925,-0.016622559,-0.054887204,0.043110438,-0.005928471,0.036093597,0.024814536,0.016609226,0.096093153,0.039190077,-0.035966309,0.029940474,0.100176065,-0.034290002,-0.069360465,-0.0320257,-0.029118274,-0.062653924,-0.020210155,-0.104700096,0.005837467,0.018271257,0.019435755,0.005349442,0.114180176,0.13596713,0.032414278,0.122423426
VNG0309C,0.083826441,-0.014475713,0.18794271,-0.120411605,0.067458841,-0.115173052,-0.109084182,-0.041195895,-0.098844108,-0.812139817,-0.345213162,-0.399959427,-0.321819875,-0.449891571,-0.409366127,-0.495271805,-0.413974025,-0.394996847,-0.140159424,-0.281717627,0.03088537,0.117278833,0.362522895,0.357643043,0.031118908,-0.295636339,-0.171339727,-0.482247062,-0.634269032,-0.588675749,-0.69339572,-0.956489482
VNG0310C,0.171826735,-0.014070257,-0.013585717,0.003401836,-0.001377369,0.013850173,-0.012139922,-0.010618784,-0.005888942,0.016228925,-0.008562873,-0.019561874,-0.02398408,0.006049976,-0.08024936,0.009750632,0.039912639,0.015686564,-0.034915658,0.078064014,-0.010938776,0.024355613,0.025302626,-0.003641769,-0.130422208,-0.006341473,-0.003767942,-0.005415488,0.017698089,-0.050502798,-0.040138973,-0.036316377
VNG0311H,0.163597642,0.084901866,0.113113205,-0.07252103,0.100590476,0.181433329,0.198089693,0.269268571,0.2812288,-0.017126907,0.002103903,0.48839501,0.525825154,1.105161204,0.712654278,0.815391325,0.659374074,-0.233171468,-0.239981754,0.031619059,0.157705894,0.343587979,0.300827835,0.362786547,0.131100189,0.044314705,0.220534183,-0.011298273,0.050835125,-0.159388812,-0.052203065,-0.032076014
VNG0312H,-0.15813587,-0.042989705,-0.218878416,0.001936811,-0.113732709,-0.035064445,-0.484799605,-0.29047932,-0.811797377,-0.363165523,-0.311940094,-0.351139551,-0.377413042,-0.531624449,-0.471717996,-0.461169409,-0.458268639,-0.09067942,-0.256851471,-0.118557381,-0.268126449,-0.212287937,-0.179331831,-0.497234059,-0.382645694,-0.580378543,-0.586205619,-0.541441249,-0.511465111,-0.635316364,-0.487253127,-0.408741971
VNG0314G,0.201896078,0.005396315,0.05267268,-0.03734759,-0.074446509,0.04041058,0.078149303,-0.092488746,0.033162469,0.082633215,-0.020167103,-0.011554872,-0.030914831,0.08101025,-0.034272463,0.050641472,0.103541692,0.066947013,-0.033174498,-0.006916966,-0.136768931,-0.016341164,-0.101567619,-0.097087325,-0.079419414,0.053065042,0.00495509,-0.021876969,0.11261088,-0.055398419,0.091939741,0.044003002
VNG0315G,-0.370983057,0.008618443,-0.011499287,0.190709557,-0.004188475,-0.075345271,0.066805897,0.102860838,-0.116748163,0.105128109,0.075311589,0.108734547,0.119193992,0.060059508,0.155378475,0.166756662,-0.17188782,0.227080054,0.186959016,0.025790487,-0.293014934,-0.245796472,-0.15093141,-0.056302168,-0.18675369,0.15204809,0.016317149,0.089976514,0.104913786,0.259264774,0.143791179,0.209316143
VNG0316C,0.119025685,-0.016905986,0.005961497,-0.027420454,-0.014923754,0.026588046,0.033124328,0.097110889,-0.063693897,0.121129456,-0.001904798,0.004104158,-0.066245117,-0.031108477,-0.104632293,-0.020779936,0.054988061,0.037124493,0.023276382,0.082860868,0.078351215,0.044967018,-0.03077838,0.054954975,0.001951629,0.076265689,0.073179721,0.028623523,0.06370994,-0.026892656,0.034432556,0.071689262
VNG0318G,-0.12771267,0.004008454,0.081343623,0.052234887,0.050191306,0.056018127,-0.02755952,-0.172343168,-0.135158079,-0.221568543,-0.19381551,-0.176145602,-0.12216244,-0.073410684,-0.098513077,-0.034824636,-0.261821535,0.009564053,0.061802309,-0.027064713,-0.010517218,0.111493952,0.097896281,0.100108673,-0.008773323,0.025852941,-0.050422408,-0.152434732,-0.227195121,-0.059738341,-0.233089303,-0.308105163
VNG0319H,0.004845202,-0.079895908,0.100817932,-0.005963148,-0.092662975,-0.057675065,-0.130794524,-0.215538291,0.023895482,-0.009894707,0.019973361,0.102601868,0.03808542,0.035069794,0.015927911,-0.044508652,-0.095845212,-0.006837424,0.123524582,0.023878446,0.131644214,0.081153738,0.249544278,-0.180242364,-0.00272257,-0.175145398,-0.150717237,-0.234879547,-0.15687712,-0.046983081,-0.156118032,-0.266510219
VNG0320H,0.270370115,0.010179401,0.076151796,-0.032276892,0.012467982,0.047599522,-0.011955991,-0.065151586,-0.045376756,-0.244378036,-0.131894087,-0.150671313,-0.245493768,-0.051603206,-0.195879957,-0.063570122,-0.115848089,-0.008187734,0.047925928,0.08136037,0.220052688,0.127044938,0.422043149,0.038218169,-0.119198681,-0.077316207,-0.068207862,-0.091482127,-0.149161254,-0.225615903,-0.131533676,-0.320559585
VNG0321G,-0.074657734,-0.030326464,-0.040372219,0.115306724,0.047427152,-0.092481724,-0.022957132,-0.086960882,-0.191939981,0.07451456,-0.084046213,0.044955752,0.146030745,0.069355431,-0.000469905,0.113252038,-0.085602029,0.067992982,0.163864895,0.076291833,-0.119607395,-0.16854009,-0.084643983,0.00388974,-0.087339353,0.008133173,-0.040158769,-0.014989074,0.012749562,0.021141348,0.069277924,0.126198384
VNG0322H,-0.144916755,-0.103536814,-0.085811396,-0.018536628,-0.128469927,-0.178719068,-0.088752971,-0.087486166,0.029310574,0.27536474,0.209177212,0.091788654,0.133156301,-0.07273959,0.109806188,0.091439262,0.041964019,0.1902141,-0.026705697,0.008928274,-0.296772008,-0.306456163,-0.30710312,-0.335195203,-0.210737757,0.147665978,0.00517792,0.108364538,0.424427862,0.306379495,0.321910653,0.427212264
VNG0323H,-0.088849501,-0.024446849,-0.06009896,0.065823448,-0.049067207,-0.186711519,-0.020467874,-0.038054112,-0.131220287,0.036587585,0.052050779,0.02139499,0.192900695,-0.007573159,0.011499853,0.087780873,0.037376583,0.086063365,0.051447507,-0.135439383,-0.068661318,-0.216861273,-0.155197271,-0.114327298,0.160053577,0.002852635,-0.033743996,-0.010674047,0.094058062,0.265472691,0.111859629,0.244167597
VNG0324G,-0.064468927,-0.071091545,-0.035325968,-0.010943255,-0.01791558,-0.099519342,-0.037617571,-0.028401206,-0.091754684,0.163530482,0.058114375,0.05085834,0.044712383,-0.042238669,0.07868563,0.104459172,0.050417157,0.074856634,-0.00085717,-0.050823601,-0.079251506,-0.191235101,-0.17009971,-0.124696701,-0.048876636,0.064940484,-0.052167219,-0.044103679,0.11775842,0.193834831,0.063694139,0.163207856
VNG0326G,-0.130209853,0.0027719,-0.004544623,-0.035596108,-0.033066047,-0.056534384,-0.03170878,-0.096672664,-0.141818118,0.157438316,0.060385269,0.021710923,0.071668973,0.028578677,0.058108076,0.030086879,0.085272067,0.040938773,-0.048990151,-0.047406221,-0.086710283,-0.1894671,-0.166361387,-0.057561053,0.031142509,-0.007003127,0.057473707,-0.001991883,0.074604286,0.088380454,0.081252235,0.067830014
VNG0327G,0.031820401,-0.001551682,-0.007197109,0.062809016,-0.0142228,-0.011710091,-0.047486612,-0.061667606,-0.093197278,0.025672567,-0.036971567,-0.012784719,0.055243008,0.041467234,0.047101707,0.050468886,0.064232987,0.073071413,0.019443802,0.099915463,-0.05996661,-0.042053436,-0.07909815,-0.098000569,-0.091166232,0.017782328,-0.014560312,0.030405292,0.086219811,0.144900347,0.054849035,0.029069635
VNG0329G,-0.238494256,-0.013155613,-0.073957474,0.028018598,-0.061044247,-0.175883376,-0.041447127,-0.023485637,-0.233863274,0.094753036,0.102193779,0.004218591,0.10545107,-0.063100543,0.008250077,0.008388346,0.068804511,-0.011515795,-0.03773983,-0.013775164,-0.035037258,-0.244106378,0.021781752,-0.078612904,0.161630532,-0.040198143,-0.010331297,0.018165403,0.093357069,0.133767248,0.07258561,0.066318797
VNG0330G,0.100306995,0.016463539,0.033793593,0.067539242,-0.109151066,0.034185853,0.032567206,-0.034798387,0.054764003,0.012417503,-0.026356031,0.032374927,0.020350512,0.057723813,0.004253734,0.023085409,0.055770721,0.171928776,0.075473901,0.008805176,-0.210869473,-0.028581616,-0.10336004,-0.146909443,-0.191818194,0.052178248,-0.029460313,-0.0319857,0.099532791,-0.006907536,0.075748758,0.102795034
VNG0331H,0.059371728,0.017855865,-0.047011418,0.022698311,0.065448131,-0.055388386,0.011026864,0.026377003,-0.141108428,-0.09875103,-0.019697214,-0.081002574,-0.085286774,-0.033529614,-0.106868529,-0.030390026,-0.030865371,0.008016303,0.021195073,0.000761473,0.037598452,-0.017754457,0.037556972,-0.054235957,-0.064829873,-0.027166784,-0.045423871,-0.034345378,-0.118032898,-0.085825094,-0.102118409,-0.094639394
VNG0332C,0.09156418,0.017599973,0.000655154,-0.038757919,-0.071291498,0.009533183,-0.011711796,0.040412375,-0.033246909,-0.012440268,-0.039399348,-0.014517366,0.028320864,0.053945274,-0.005593357,0.040931443,0.103107352,0.045866329,-0.019353681,0.000556276,0.033662058,-0.013645549,-0.012396609,-0.070270502,-0.064640684,-0.032621977,-0.015863335,-0.014645095,0.050479649,0.057240581,-0.068402382,0.021789281
VNG0335G,-0.119767475,0.018146843,0.036577856,0.031215929,-0.053543238,0.04531792,0.028535431,0.007450307,0.029548601,0.04758926,-0.106328696,-0.057571283,-0.058858717,-0.103191704,0.006213376,-0.045884708,-0.263533967,0.049622148,0.08286952,-0.048623519,-0.17208975,0.022499357,-0.125852532,-0.063510474,-0.13376505,0.048092582,0.046831742,0.023099503,0.110843875,0.00104493,0.078047822,-0.026149839
VNG0339H,0.120412565,0.076529289,0.140742111,0.014897745,0.248337292,0.189235941,0.38853063,0.35552928,0.272494147,-0.160438465,-0.05731211,-0.403001857,-0.31826988,-0.25867634,-0.273525882,-0.27174722,-0.221195904,-0.455979641,-0.290567067,-0.438004756,-0.156965092,0.059415575,-0.067976157,0.082564478,-0.114593712,-0.293631216,-0.156392355,-0.275938207,-0.523718903,-0.413339341,-0.599393763,-0.484428997
VNG0340C,-0.154145752,-0.017724271,-0.095438249,-0.051607125,0.019356635,-0.14950507,-0.108009717,-0.017380321,-0.219445358,0.160381297,0.142590156,0.047302853,0.07722525,-0.080759194,0.045532742,0.066551175,0.088959307,0.027420134,0.00202621,-0.046399756,-0.071087579,-0.193869101,-0.112754697,-0.143624263,0.083301651,-0.038126652,-0.00576139,-0.015084937,0.084941177,0.202578369,0.121160435,0.120808822
VNG0342G,-0.214595148,0.015545534,0.003563919,0.142755708,0.063709889,-0.079093497,0.047405184,-0.041942504,-0.137728023,0.165193766,0.03730779,0.069463915,-0.043963774,0.03578339,0.001921048,0.136870002,-0.243602532,0.254142996,0.1255394,0.134689463,-0.34057729,-0.142423155,-0.125394727,-0.10885579,-0.219264691,0.170492898,-0.026167992,0.026761766,0.095813175,0.089270969,0.098712574,0.128500694
VNG0343H,6.77E-06,-0.014944842,-0.042863724,-0.011327542,-0.038944026,-0.031324658,-0.040271858,-0.026245447,-0.031300348,0.023731126,-0.001299132,-0.091053491,-0.075127354,-0.070330353,0.029143823,0.023359272,-0.040053622,0.034140991,-0.082889273,0.074319218,-0.028204081,-0.061356362,-0.093766883,-0.088149684,-0.15126337,-0.027351662,-0.07293442,-0.09144737,0.045253461,-0.035773375,-0.026871059,0.118918894
VNG0345G,-0.320007005,0.017038379,-0.031703975,0.139190701,-0.020349947,-0.108310523,0.104206525,0.180765282,-0.083226053,0.134782307,0.127523313,0.100788492,0.092088679,0.084183864,0.111596756,0.1654915,-0.052911348,0.086836263,0.133722535,0.012493745,-0.145854425,-0.200192686,0.001823729,0.382378724,0.296127468,0.292858483,0.123347138,0.346123053,0.267221494,0.392018284,0.289045927,0.31446829
VNG0346H,-0.072367013,-0.076061479,-0.048601234,-0.074105088,0.008027661,-0.01004212,-0.055093442,-0.061426671,-0.052582156,-0.27427493,-0.000970908,0.025383377,0.069834438,-0.242616424,-0.011352856,-0.307626794,-0.218423408,-0.233877644,-0.019289639,-0.097423519,0.053424524,0.194034467,0.300591275,-0.028024081,0.020459772,-0.209040559,-0.166367965,-0.115357081,-0.241221229,0.03096247,-0.245640008,-0.322575019
VNG0347H,0.117888389,0.008410357,-0.144506646,-0.093377381,0.034810108,0.021009991,0.719710264,0.987278644,0.403462101,0.386305246,0.374624174,0.766313058,0.367856984,0.306048091,0.25600133,0.067741085,0.25734965,-0.087176263,-0.079677922,-0.037797324,0.001085511,0.021369653,0.075660211,1.36173534,0.879670035,0.519126283,0.596592516,0.700529072,0.441867985,0.237537275,0.525260462,0.282479445
VNG0349G,0.05950982,0.036003919,-0.03746536,-0.023229386,0.106786996,-0.067034019,-0.0210403,0.011808563,-0.039408385,-0.042335889,0.056842225,0.514206007,0.357608395,1.263955689,0.988341387,1.230164264,1.26673836,-0.034095404,-0.043027193,0.081247209,0.128133,-0.014809545,0.0872227,0.05692549,0.0339254,0.032611813,0.037463865,0.062878297,0.023928503,0.080861221,-0.008473431,0.071970097
VNG0351C,0.132775356,0.048307466,-0.007184326,0.019987484,-0.086552198,0.004749468,0.06211587,0.116887267,0.117742887,0.104570867,0.095681172,0.05611396,-0.065704416,0.04160764,-0.079151284,0.008226601,0.07490757,0.044720852,-0.041425389,-0.029676471,0.010193565,-0.063503736,0.030812782,0.11978754,0.126209941,0.204660066,0.161755792,0.197246928,0.169008812,0.184688375,0.275214218,0.183628675
VNG0352H,-0.051726139,-0.002797821,-0.03497947,-0.048745611,-0.058175166,0.038781649,0.624007025,0.497997254,0.578537209,0.423122466,0.380618324,0.167102797,0.025368447,0.215322667,0.164236972,0.161844502,0.249288312,-0.003795209,-0.009205919,-0.055903833,0.195331494,0.138135873,0.247350015,0.722860578,0.978926432,0.806324895,0.705565438,0.803155445,0.616163865,0.420428007,0.722907985,0.548402692
VNG0354C,-0.010229545,-0.064085713,-0.060311577,-0.094954616,0.05656545,-0.057675347,0.651308318,0.621902511,0.360175985,0.396727235,0.327917015,0.268998523,0.173972061,0.286414585,0.130193623,0.174744752,0.234023868,-0.102034444,0.140888347,0.030503094,0.294567403,0.220477229,0.345478396,0.923803206,1.03268572,0.780028425,0.752200208,0.924902933,0.568369604,0.47556384,0.888972283,0.609309441
VNG0355G,-0.130717623,-0.039022505,0.027255384,0.044135094,0.04197095,-0.161205925,-0.09413545,-0.084533572,-0.223844017,0.043948858,0.055612121,0.016789768,0.20218295,0.048992485,-0.042429659,0.081798578,0.078050281,0.017107533,0.019148234,-0.041507373,0.044518928,-0.207875613,-0.061775724,-0.068129454,0.075384106,-0.067506242,-0.00774738,0.010026037,0.051509607,0.171943551,0.020018808,0.135608935
VNG0357H,-0.034961636,-0.031759479,-0.009695259,0.039173685,-0.005459517,-0.076433962,0.030165667,0.043787505,-0.033611862,0.066865348,0.10441219,0.057686002,0.125836146,0.004839866,0.05500886,0.093478695,0.249156683,0.028530922,-0.002989406,-0.050012438,0.055315045,-0.10035778,-0.045977849,-0.128534822,0.067690511,-0.025195523,-0.023402692,0.018827379,0.021223403,0.092896763,0.018706626,0.095701852
VNG0359C,-0.117572046,0.045132022,0.17773406,0.024963206,0.085132281,-0.107221436,0.093284275,-0.057409219,0.04150595,0.048899372,0.002989694,0.142968619,0.168744455,0.487664811,0.346250703,0.454121817,0.44954096,-0.034310115,0.071032733,0.148307559,0.101647626,-0.005093825,0.128691857,0.017727526,-0.025121746,-0.018840962,-0.00649423,0.065923225,-0.104383892,0.01746124,-0.05287862,-0.061461232
VNG0360C,-0.212848546,-0.071862386,-0.100227793,0.039646962,-0.050642383,-0.116129772,0.066404341,0.06065554,0.027393195,0.209259268,0.17569624,0.144423179,0.163492684,0.043865736,0.164740174,0.182858742,0.116239974,0.084553651,-0.152282897,-0.156318432,-0.198404048,-0.329418719,-0.135898582,0.022050885,0.085924445,0.10645268,0.018747154,0.051811137,0.237529194,0.145990345,0.161328171,0.203066526
VNG0361C,0.026051052,-0.013600796,-0.004422612,-0.092555826,0.024296358,-0.001435414,-0.049377735,0.098172794,0.026337594,0.087354103,0.116448741,-0.005010378,0.042462092,-0.124654741,0.03287915,-0.084309382,0.016511395,0.011407475,0.020970193,-0.024749472,0.04864856,0.045823766,0.044100084,-0.084599687,0.068623088,-0.050116419,0.001696744,0.062062231,0.072479838,0.153186202,0.13184907,0.117337821
VNG0363G,0.344523354,0.00094489,0.039656355,0.01314726,0.064589867,0.093161103,0.276683143,0.367006853,0.327667163,0.120100242,0.164925596,0.242584954,-0.213844451,0.335818547,0.100148559,0.137935972,0.223654459,-0.010503997,0.070294595,-0.007883931,0.038691942,0.17165866,0.119736258,0.477682102,0.36188536,0.244223367,0.259483491,0.367184808,0.166730737,0.167320869,0.301346707,0.212370988
VNG0364G,0.100271658,-0.017881131,-0.035239717,-0.084375505,-0.026798159,0.028261215,0.221415729,0.330212034,0.184800954,-0.142072549,-8.13E-05,0.247119433,0.003980523,0.303250047,0.096917412,0.044020005,0.135196899,-0.16755901,-0.059193115,-0.004770825,0.113305493,0.193783489,0.215280572,0.476796159,0.172448247,0.077928988,0.138693493,0.239791808,-0.08569061,-0.101741993,0.098321429,0.064208057
VNG0365G,-0.088148358,-0.069823929,-0.039540764,0.010267954,-0.089482182,-0.096312981,0.222052163,0.163462744,0.288945467,0.316270627,0.314974896,0.10516981,0.120814931,0.136087183,0.16375269,0.096558638,0.150897216,-0.031832194,-0.012183765,-0.104957827,-0.077769621,-0.173258434,-0.139711485,0.13871423,0.399198075,0.272875005,0.272139445,0.321725248,0.423722277,0.458058205,0.379005828,0.41636862
VNG0367H,-0.097843119,-0.007417811,-0.021106462,0.06221079,0.023640479,-0.022381782,-0.035453434,0.076013846,-0.09863417,0.089092318,0.112115031,0.066495784,-0.017534883,0.033090702,0.077136674,0.077952896,-0.133135353,0.081562884,0.048878541,0.032999198,-0.081842598,-0.057735049,-0.154704948,-0.061848531,-0.066977281,0.051388737,-0.045687526,0.052850557,0.108626281,0.114196435,0.105390627,0.054318444
VNG0368C,0.034998113,0.032704517,0.044515145,0.067888172,0.02416012,-0.042914038,0.049949655,0.147715879,0.052790852,0.049346628,0.055902456,0.047523229,-0.010561795,0.170047364,0.043205275,0.11195859,0.182614754,-0.002022771,0.022107973,0.063401133,0.116689457,0.064383306,0.028372695,0.22147079,0.092657977,0.085618488,0.09096096,0.097912815,0.114900141,0.107424706,0.088127009,0.079069652
VNG0370H,-0.133795908,0.012264981,-0.005839753,0.033697915,0.251789223,0.140251033,-0.410058952,-0.377236102,-0.785635135,-0.662056918,-0.747292367,-0.695428303,-0.723787416,-0.76211605,-0.871914794,-0.809184198,-0.865729212,-0.058888955,-0.079748368,-0.041199069,-0.073091818,-0.169585713,0.034695006,-0.300081796,-0.235755573,-0.625795454,-0.723924556,-0.633927843,-0.80579035,-0.799928031,-0.643288649,-0.738882256
VNG0371G,0.216827131,0.098237564,-0.076704793,-0.271932028,-0.02916111,0.013676545,0.463378674,0.399347386,0.407649985,-0.166086726,0.022963824,0.167667677,-0.074288801,0.036331134,-0.095881771,-0.325432222,-0.179585636,-0.492994494,-0.245235571,-0.225831685,0.054749763,0.497767912,0.571867628,0.553950541,0.48070822,0.017953431,0.043140492,-0.016425395,-0.404279847,-0.507219747,-0.327364148,-0.531418515
VNG0373H,-0.188679466,0.121683138,-0.092399456,-0.096629447,0.137037246,0.478301959,-0.416818992,-0.357173497,-0.161367383,-0.829881301,-1.198444719,-0.183362167,-0.696670806,-0.388643473,-0.482213627,-0.55343527,-0.594298116,-0.528361477,-0.507581771,-0.320185921,-0.282341852,0.035193752,0.103007475,-0.171355418,-0.455592368,-0.982597785,-0.972612542,-1.046238744,-1.806821931,-1.986787644,-1.3650881,-1.680236539
VNG0374G,-0.100147266,0.146614972,0.060646864,-0.030095569,1.81E-05,0.281691681,-0.633070063,-0.477434651,0.099917886,-0.464444572,-0.540581871,-0.064678182,-0.279570834,-0.143023745,-0.15535148,-0.465053076,-0.48319148,-0.139904799,-0.041485867,-0.025000416,-0.014511319,0.503216637,0.046747625,-0.244715989,-0.577628502,-0.833342714,-0.676108728,-0.874360285,-1.173269674,-1.032206017,-1.172657532,-1.036179668
VNG0375G,-0.134715271,-0.048364212,-0.031171888,-0.04570473,0.144931804,0.146833824,0.029209395,0.021402159,0.517367173,0.290459,0.193034766,0.370665675,0.346762186,0.216104148,0.26883944,0.082788093,0.088881469,-0.136340877,-0.066567768,-0.106035748,-0.043323707,0.076141271,0.041037796,-0.133624991,0.186579862,-0.075934755,-0.062868654,-0.047361811,-0.010571294,0.225095657,-0.014330602,0.088711343
VNG0376G,-0.379744099,-0.113767375,-0.065453429,0.057152544,-0.059162306,-0.180953359,-0.034899451,-0.061957449,-0.09649279,0.18509745,0.211936987,0.135065983,0.187200828,0.033762303,0.154555601,0.107468501,0.115863051,0.040394673,0.042990295,-0.083488386,-0.156808436,-0.415429325,-0.172093583,-0.128905115,0.135809965,0.049924619,0.013493786,0.066233102,0.377808405,0.375292121,0.291378882,0.274999082
VNG0378C,-0.2355901,-0.176213063,-0.097593484,-0.07073683,-0.07133263,-0.241175407,-0.045355608,-0.050245569,-0.222218487,0.278488843,0.17405702,0.115518186,0.278781781,-0.039844914,0.112462327,0.11280124,-0.002185237,0.172326727,0.080879749,-0.010060955,-0.148049377,-0.320736094,-0.242317607,-0.237964994,-0.126235475,0.138719527,0.053864805,0.218467472,0.372780957,0.547898389,0.39374342,0.453334234
VNG0380G,-0.147316348,-0.030491758,0.002206354,0.020290046,0.021351934,-0.090594596,-0.081939994,-0.019075483,-0.08334802,0.087782023,0.081757467,0.022628137,0.124817535,0.037453935,0.116842851,0.086250035,0.027143243,-0.025347875,0.040787366,-0.037383031,0.052819567,-0.125092032,-0.044914724,-0.103883037,0.015852265,-0.023157898,-0.008827132,0.032032367,0.126996364,0.20284451,0.128590859,0.123446191
VNG0382G,-0.012453923,0.024552214,0.129083653,0.073776845,0.069650353,-0.013473767,0.157519152,0.288271195,0.156762654,0.216020094,0.122402803,0.258408128,0.29810251,0.366181123,0.32415454,0.198213085,0.160067647,0.022853495,0.152090272,0.099098796,0.194755421,0.227877116,0.040938776,0.203845004,0.224083863,0.281624964,0.158268589,0.281105855,0.199905918,0.325390087,0.271636225,0.285060481
