gene,-40_ura3_A,-40_ura3_B,-20_ura3_A,-20_ura3_B,0_ura3_A,0_ura3_B,10_ura3_A,10_ura3_B,20_ura3_A,20_ura3_B,20_ura3_B.1,40_ura3_A,40_ura3_B,60_ura3_A,60_ura3_B,80_ura3_A,80_ura3_B,-40_0258_A,-40_0258_B,-20_0258_A,-20_0258_B,0_0258_A,0_0258_B,10_0258_A,10_0258_B,20_0258_A,40_0258_A,40_0258_B,60_0258_A,60_0258_B,80_0258_A,80_0258_B
VNG1564H,0.260373811,-0.016818383,0.141688536,0.019782946,0.036517729,-0.015887679,0.090773205,0.06360694,0.041987822,-0.051666754,-0.04833257,-0.097139746,0.047334732,-0.069729989,0.048443913,-0.040001637,-0.100915606,-0.027196513,0.075775196,-0.046060592,0.07856378,0.065157414,-0.026556379,-0.091632506,-0.131064349,-0.02573618,-0.085093109,-0.087888644,-0.100045317,-0.03624624,-0.056574768,-0.012722241
VNG1565G,0.315495733,0.155176277,-0.032336045,-0.040525963,-0.444284807,0.765452364,0.330006986,0.680329336,2.139361213,0.773376499,0.301537401,-0.064744754,-1.247364213,-0.362672912,-0.693518269,-1.712992512,-1.167453066,-0.503812855,-0.376479387,-0.200681498,0.183828022,1.330977985,0.041016182,0.73451088,0.359393186,0.741058902,1.312218495,0.857433774,0.692674403,-0.36459328,0.863456655,0.868315185
VNG1566G,-0.127134178,-0.073070988,-0.097555153,0.033459087,-0.082996474,-0.078513134,0.056754011,-0.053196195,0.012964568,0.163431849,0.164535488,0.049160218,0.079446716,0.029009985,0.080810318,0.116876777,-0.112991372,0.184965773,-0.038933829,-0.041707659,-0.244125007,-0.203847643,-0.136131046,-0.154496943,-0.079509839,0.082340568,-0.028167305,0.017887792,0.248802382,0.229547599,0.148977256,0.221498128
VNG1567G,-0.135421276,-0.037529601,-0.078737728,0.092240756,0.066209609,-0.066420073,-0.111341934,-0.129597146,-0.168064592,0.054298622,0.077812102,-0.019958904,0.153507941,-0.080545972,-0.083842053,0.00890809,0.057952978,0.079079973,-0.015669689,0.045807248,0.007225743,-0.165127704,-0.06048325,-0.033592315,-0.03106774,-0.113703495,-0.027928665,-0.048255664,0.084299557,0.03830561,-0.088095356,0.06282618
VNG1568G,-0.287997614,-0.029658723,-0.115626802,-0.008664861,0.038621536,-0.123248807,-0.204110295,-0.136636952,-0.464957838,-0.187180839,-0.216896158,-0.760721664,-0.758779564,-0.851115355,-0.766029551,-0.745834425,-0.87452558,-0.115271807,-0.112262396,-0.141167523,-0.172810658,-0.407693689,-0.312958611,-0.220672214,-0.300253076,-0.127438113,-0.110806376,-0.175049782,-0.03292257,-0.154328236,-0.116005204,-0.065984496
VNG1570H,0.072595322,0.087442705,0.078300059,-0.051299464,0.002084847,0.903678242,0.671237965,0.657266845,1.182664342,0.564475167,0.436113504,-0.46214118,-0.647477316,-0.654633453,-0.739416375,-1.170564822,-0.952067438,-0.340238158,-0.283288147,-0.300148647,-0.112461811,0.11513936,-0.176246211,0.181951978,-0.064615291,0.271514706,0.562165296,0.359093804,0.528169815,-0.072342903,0.393911643,0.319625532
VNG1572C,-0.14050599,-0.040208629,-0.01518677,0.053814716,-0.030476903,-0.109567298,-0.03598706,-0.115539006,-0.027455718,0.008519234,0.014740766,-0.02275629,-0.021048846,0.013040978,-0.037719143,0.096856973,-0.081066361,-0.002101427,0.10894487,-0.153703377,-0.079490782,-0.199749485,-0.123108073,-0.115252827,0.141339511,0.056952557,-0.018992026,-0.00862806,0.13559046,0.210543278,0.139551248,0.107347685
VNG1573G,0.298857015,0.000381145,-0.018006968,-0.048667138,-0.004696733,-0.032284828,0.016262996,0.043376076,-0.060318054,-0.02289387,0.014927504,-0.003293577,-0.060324941,0.000507149,-0.132432684,0.01592722,0.000865433,0.043761383,0.008723256,0.089860374,0.051417105,-0.009586117,-0.052632707,0.009134283,-0.036005811,-0.007096985,0.005789955,0.026651092,0.031249418,0.018629317,-0.002953693,0.041914934
VNG1574G,-0.089963181,0.062789123,0.009048112,-0.050074422,-0.108605732,-0.034191266,0.045864836,-0.000390999,-0.116546978,-0.012323551,0.090799079,0.007398935,0.183393918,-0.021285983,0.033782288,0.011761662,0.042431999,0.110762545,-0.014278337,0.005549964,-0.074920273,-0.149789752,-0.138610005,-0.196030846,0.00076378,0.069527432,0.006622138,0.023260452,0.132440605,0.258091909,0.099625207,0.209658224
VNG1576G,0.014126205,-0.015696492,0.003600165,0.030776063,-0.01449962,0.005151079,0.02237969,-0.004442056,0.001656442,-0.051902766,0.025954505,0.03499499,-0.096896782,-0.008147591,-0.060104832,0.007988128,0.053163634,0.034127479,0.012338022,0.134118104,-0.052258793,0.032266629,-0.074697741,-0.100139836,-0.114304328,0.022326103,-0.030099794,0.072759625,0.054058824,-0.081652726,0.04390992,0.080458116
VNG1577C,-0.110772263,-0.008002455,-0.068996273,-0.056004029,0.014907279,-0.059417733,-0.037780212,0.150677963,-0.074079763,-0.023548496,0.045154311,-0.003060977,0.072041072,-0.094751866,0.070963373,0.035914692,-0.060882283,0.038643168,-0.033705983,-0.023011239,-0.108865869,-0.102913236,-0.141661406,-0.118429112,-0.075926504,0.068723591,-0.054521195,0.123069882,0.141456661,0.226527179,0.032098815,0.273487557
VNG1578H,-0.062530539,-0.07403908,-0.025143459,0.003509383,-0.075774887,-0.070035087,-0.050008542,-0.046530811,-0.015115024,0.091455899,0.053665771,0.039128592,0.088371903,-0.013667062,0.053825935,-0.004013367,0.100446581,-0.008180446,-0.129568601,-0.088121799,-0.012909628,-0.085393009,-0.027974278,-0.230576664,0.046568444,0.004306794,0.043003975,0.146913938,0.150523706,0.29488698,0.21473653,0.193829543
VNG1580H,0.125235941,-0.011861725,0.006905959,-0.010444162,0.012593011,-0.015943433,0.009887521,-0.030252247,-0.062067887,0.058789599,0.061352248,0.065698288,0.004308202,0.06360805,-0.050211822,0.038542811,0.022967474,0.065219727,0.027283003,0.09341586,-0.020440815,-0.042952543,-0.088970058,-0.029092213,-0.091472473,0.111322546,0.057624342,0.061076703,0.10054008,0.130853844,0.075794283,0.105119062
VNG1581C,-0.117787435,0.030549294,-0.032008699,0.025026246,0.009717117,-0.113755072,-0.019062138,0.054729765,-0.163764816,0.107032484,0.033835881,0.040408575,0.029600946,-0.005159752,0.018594744,0.082617808,0.064431372,0.042590642,0.043621793,0.044008956,-0.054455239,-0.140034354,-0.068493092,-0.033127158,0.013943053,-0.032449822,-0.019436023,-0.109911822,-0.023444517,0.143693023,-0.036742219,0.078826248
VNG1582G,0.181005629,0.022263485,0.003700258,-0.010669992,0.014304756,-0.008357563,0.137996962,0.353227973,-0.043289205,0.12871015,0.087131889,-0.010498067,-0.109835252,-0.131609364,-0.041304346,-0.063032182,0.077237214,0.005755074,0.034476198,0.053525409,0.232670411,0.145675985,0.076787733,0.568930827,0.308767571,0.212174883,0.222640311,0.225308414,0.194418062,0.138167962,0.289387017,0.362671746
VNG1583C,0.196514033,-0.057454152,-0.058446522,-0.056381302,0.013199792,0.03440544,0.051871176,0.289283783,-0.048941293,-0.091354054,0.096979689,-0.186780933,-0.240553335,-0.323410839,-0.306563448,-0.27703427,-0.12943925,-0.027310927,0.160722346,0.056021082,0.217498589,0.587705532,0.259765093,0.89026627,0.574269645,0.422976684,0.504127949,0.459223389,0.402607901,0.439072453,0.389272616,0.474501401
VNG1585C,0.011329841,-0.019083286,-0.076646234,-0.0989057,-0.08427139,-0.028480492,0.010594571,0.039131005,0.098962835,-0.047716746,0.015226972,-0.029447147,0.013181721,0.007937365,0.061223864,-0.072443917,0.125948864,-0.090542193,-0.102737913,-0.080998942,0.010298409,-0.127616282,0.042570055,-0.127608251,0.085135491,-0.088018842,-0.057522243,-0.024460271,0.112814348,0.023683125,0.06509435,-0.045965294
VNG1587a,0.088558112,-0.045484197,-0.048968105,-0.114723114,-0.072928214,0.02156284,-0.090383248,-0.015177906,-0.028903114,0.090946569,0.010816703,-0.02769989,-0.069584034,-0.042295785,-0.050142876,0.000917734,0.186123572,0.076017989,-0.131129703,-0.021776731,-0.094583668,-0.107862818,-0.150498339,-0.208293798,-0.127376454,-0.067312989,-0.010358622,-0.022642959,0.190371642,0.01980037,0.138828137,0.066706754
VNG1589C,0.083923515,0.339734099,0.585764911,0.235647368,0.349083134,0.06952382,-0.675758547,-0.826736359,-0.378378786,-1.472922064,-0.698790163,-0.220007505,-0.010241007,0.383053688,-0.065700169,0.146347255,0.122814957,0.167331218,0.363862191,0.379338626,0.558397094,0.400304447,0.320101957,-0.244490149,-0.592719604,-0.824974687,-0.66716798,-1.1910142,-0.945192645,-0.809618558,-1.10448269,-1.536643712
VNG1590H,-0.337272864,0.17903951,-0.001263907,0.063575691,-0.070909319,0.070821431,-0.73843822,-0.843000132,-0.691469959,-1.21529691,-0.996613538,-1.022656351,-0.876028692,-1.265997639,-0.914442696,-1.279751019,-1.211819475,-0.388620147,-0.208735212,-0.16703895,-0.271069823,-0.306704102,-0.334063855,-0.548709959,-0.741691414,-0.988471123,-0.860274724,-1.148320254,-1.305778149,-0.875183276,-1.173554164,-1.065733632
VNG1591H,-0.051410019,-0.022793697,0.065942543,-0.092139551,0.014134332,-0.048913779,0.079243654,-0.081423034,0.225156371,0.043621157,0.029497059,0.430968574,0.347188087,0.646234887,0.422107822,0.507867766,0.595976988,-0.10247872,0.113018794,-0.109901829,0.067022095,-0.103418166,0.238381923,-0.108005939,0.2380814,0.026600003,0.025920113,0.131345537,-0.021072172,0.117978575,0.174967916,0.073466142
VNG1592G,0.032301309,0.047716856,-0.153310685,0.079456073,-0.138221308,0.146701603,-0.341068172,-0.2046701,-0.477778464,-0.188511424,-0.313079212,-0.617910545,-0.637671977,-1.059117573,-0.83025458,-1.511130824,-1.319987691,-0.116260356,-0.193806808,-0.182855195,-0.31243246,-0.030780306,-0.425944241,-0.356033584,-0.407611412,-0.273753491,-0.208465909,-0.199030309,-0.073491655,0.01681152,-0.087861811,-0.008978203
VNG1595C,0.022294912,-0.105920028,-0.199672185,-0.018707726,-0.198343397,0.54033372,-0.031872249,0.169690636,0.137302334,0.178810555,-0.007243466,-0.361974994,-0.712042167,-0.453252138,-0.529327596,-0.956130733,-0.607475048,-0.023882433,-0.140809283,-0.240713817,-0.13663022,0.088229469,-0.349667739,0.013655946,-0.059064519,0.269352498,0.425503114,0.217596936,0.469107585,0.076162673,0.319737979,0.394775696
VNG1598H,0.157409818,-0.058992948,-0.036552141,-0.15563332,-0.197671564,0.04315303,0.057268119,0.018333529,0.082300583,0.097114618,0.041247562,-0.014884166,-0.013023655,-0.049703331,0.003069853,0.009788445,0.031946831,0.034453395,-0.130815453,0.005361018,-0.085491919,-0.035390308,-0.066169107,0.033626958,-0.139722621,-0.008462392,-0.015810155,0.092485857,0.141755019,0.03467411,0.065322115,0.047031435
VNG1601G,0.154710103,0.015915038,0.040398259,-0.078072983,-0.015302397,0.035119948,0.024635688,-0.068652917,-0.026428113,0.027413879,0.025450883,-0.005562594,-0.085450625,0.069944901,0.065619744,0.043986459,0.032012218,-0.012727472,0.043387158,0.031670326,0.037032295,0.042323392,0.0973064,0.043879864,-0.107830007,-0.004787806,0.007491452,-0.044023426,-0.042951169,0.020023962,-0.02193209,-0.090254322
VNG1603G,-0.005415761,0.014070665,0.013195859,0.037529257,0.024689333,0.037434608,0.024940757,0.059530749,-0.087412929,0.100921199,0.005861486,0.08607871,0.075355521,0.068512437,0.015923527,0.000818924,-0.077821214,0.036004554,0.022806827,0.050857571,-0.130641669,-0.117762027,-0.051973782,-0.009550728,-0.150480783,0.045514167,0.02594776,0.122764917,0.078380015,0.142007929,0.067346346,0.141271074
VNG1605G,0.087721866,0.003568347,-0.058662772,0.03858818,-0.021182671,-0.033130874,0.000768034,-0.020605307,-0.038813999,0.082328471,0.032661687,-0.017340119,-0.083330127,-0.007496724,-0.059427888,-0.008999343,0.01441917,-0.006204875,-0.01023945,0.062284213,-0.066791051,-0.050199399,-0.044482956,-0.079306571,-0.080483367,-0.049227199,0.040905031,-0.044906332,-0.023557353,-0.068026528,0.004639315,0.09112792
VNG1606G,0.229113774,0.052001858,-0.022926706,0.041547366,-0.027206836,0.072387658,-0.081684206,0.039346731,-0.047820724,-0.182375205,-0.141116468,-0.125482528,-0.202041845,-0.1289875,-0.209433535,-0.169060893,-0.108730692,0.023238127,0.040170548,0.099695618,0.00959004,0.075874216,0.047218765,0.005560616,-0.237591528,-0.086848713,-0.090343511,-0.157192208,-0.106327562,-0.254492315,-0.165469157,-0.283101208
VNG1607G,-0.047319158,-0.053267112,-0.029159706,0.03114389,0.038541905,-0.084368182,-0.09285264,-0.038550082,-0.154756062,0.03650671,0.038859314,0.026756645,0.017936008,-0.037262512,-0.058210702,0.023506997,0.067193745,0.036388405,0.073180642,0.010676408,0.061813148,-0.103327468,0.01803816,-0.044741129,-0.084887821,-0.013166835,0.002925689,0.00437429,0.025165295,0.096183786,-0.013218047,0.042783221
VNG1608C,-0.169825609,0.06738889,0.123953563,0.121226225,0.050424946,-0.150620004,0.261237206,0.189576153,-0.007884276,0.236494583,0.153725035,-0.05205135,0.175394009,0.107109528,0.072980326,0.15768324,-0.025646342,0.085865323,0.286061129,0.019871835,0.166093849,0.032588264,0.125836245,0.306709386,0.34266595,0.270520615,0.28219833,0.37511367,0.205762197,0.341465461,0.395908475,0.35093556
VNG1609C,-0.156696108,-0.018805284,-0.160621962,-0.079183962,0.049165916,0.298420062,-0.467017405,-0.362352554,-0.932199627,-0.67332106,-0.860302794,-0.80812891,-1.000637706,-1.010235292,-0.935670304,-1.18860185,-1.192738539,-0.189962547,-0.273680036,-0.1855039,-0.246908399,-0.04569775,0.038182858,-0.455779803,-0.497948104,-0.568939835,-0.67004237,-0.584758764,-0.740593921,-0.912722434,-0.683316022,-0.690698775
VNG1610C,-0.303902207,-0.150700568,-0.094869592,0.082167578,-0.009337632,-0.099220183,-0.098426918,-0.108798599,-0.304760621,0.108300006,0.063573067,0.002283013,0.011475273,-0.121372751,-0.021486125,-0.020095441,-0.248391444,0.142169028,0.024475712,-0.041258877,-0.259622763,-0.360172552,-0.231240747,-0.315224389,-0.175405856,0.056687583,0.014233158,0.047881992,0.0818624,0.351531111,0.177281966,0.318330342
VNG1611C,-0.174105841,-0.070997831,-0.001793539,0.108084569,-0.063729013,-0.103372922,-0.055233954,-0.100014355,-0.090857123,0.095823079,0.14624313,0.014635925,0.05923219,-0.159837856,-0.020730429,-0.066586224,-0.12596239,0.124440392,0.07356531,-0.065737462,-0.15082973,-0.190613689,-0.085171501,-0.162611859,-0.034746582,-0.016771375,0.093804584,0.029388283,0.194222709,0.231545113,0.221129589,0.291985514
VNG1613H,-0.238542485,-0.085785377,-0.030710165,0.057585967,-0.062470489,-0.194297928,0.036761784,-0.091902681,-0.135139826,0.215749511,0.169380792,0.078784458,0.221133868,-0.024274137,0.066365124,0.140684114,0.003051449,0.110148784,0.070951898,-0.012047958,-0.163936123,-0.318530464,-0.207638242,-0.230195025,0.014947337,0.058734483,0.000896666,0.133159022,0.23584651,0.482827415,0.216074796,0.354595585
VNG1615G,0.175022611,0.120089245,0.129982524,0.059183171,0.14915524,0.026111297,0.084788393,0.122272789,0.0292021,-0.191103673,-0.01720575,0.081237381,0.083177025,0.22408179,0.01361279,-0.002773939,0.192628051,-0.159494086,0.129995916,-0.016461846,0.188675014,0.102072924,0.513580661,0.170012426,0.16134402,-0.093705406,-0.072020013,-0.172515335,-0.174201109,-0.136531784,-0.249094711,-0.302073167
VNG1616C,-0.021303227,0.094735514,-0.004494033,-0.030098388,-0.05498091,0.00440383,0.094075278,0.135593036,0.157322388,0.119871016,0.022456888,-0.003009636,-0.086247787,-0.117812752,-0.013413518,-0.023866829,-0.168560773,0.082160897,0.013896134,-0.02345179,-0.023771997,0.099337688,0.04495124,0.031988803,-0.049466761,0.095769936,0.055523117,0.129257954,0.070342133,0.12207568,0.225548445,0.08047879
VNG1617H,0.164483576,0.05419512,0.015696684,-0.000877837,-0.035358441,-0.002415052,-0.146894788,-0.126493097,-0.144954965,-0.009623416,0.063408236,-0.105458224,0.001683603,-0.157473511,-0.150307898,-0.039656192,0.085135253,-0.039640744,0.029513751,0.029019248,0.438022198,0.047443955,0.414048605,0.025155994,0.298197614,-0.065845948,-0.059357514,-0.007748841,-0.165702962,-0.012617169,-0.062504834,-0.032102987
VNG1618H,-0.072552489,0.039049235,0.0088719,-0.177062746,0.005103838,0.254235022,0.233848447,0.281677321,0.629504118,0.037907895,-0.376367971,-0.962521521,-1.233694515,-1.24230268,-1.190899926,-1.639746479,-1.719656446,-1.002394988,-0.455215683,-0.72611853,-0.287377775,-0.348001097,-0.271590144,-0.214433118,0.017487277,-0.780661619,-0.598424235,-0.033951911,-1.180757936,-0.841479505,-0.265471896,-0.805923455
VNG1619H,0.436430279,0.163585469,0.288233864,-0.0969851,0.052733067,0.146127886,0.159481141,0.005725957,0.209624469,-0.554842583,-0.263000585,-0.77735246,-0.720274319,-0.728112972,-0.522866319,-0.84816554,-0.567049915,-0.279647542,-0.058945085,0.005614797,0.521182225,0.832923144,0.526392242,0.257571078,-0.021552272,-0.346621913,0.048698976,-0.275733288,-0.583136697,-0.563441625,-0.604446672,-0.741736707
VNG1621H,0.203539376,0.07342779,0.070531796,-0.106673848,-0.001580166,0.166575693,-0.007510027,0.190846324,0.137162075,-0.187903492,-0.077162136,-0.260492993,-0.347782329,-0.306999145,-0.284124358,-0.357318264,-0.161723636,-0.152455841,-0.068174784,-0.145553094,0.279464164,0.361475116,0.176364709,0.287438321,0.173169518,-0.096577101,0.213309515,-0.074173895,-0.034536724,-0.357641975,-0.328602598,-0.258866032
VNG1622G,0.287764713,0.074905319,0.071088557,-0.104462466,0.019132782,0.045586415,-0.060909758,0.145651413,-0.104798651,-0.563809114,-0.237625054,0.006640584,-0.199902026,0.004987615,-0.177299656,-0.31740385,-0.15247998,-0.247976809,-0.032242232,-0.001915211,0.295884039,0.290954028,0.392288664,0.383350969,-0.023012497,-0.281380045,-0.142456252,-0.275073449,-0.381089427,-0.591412744,-0.627967861,-0.784406501
VNG1623G,-0.113424746,0.083424997,0.153060705,0.026349242,0.018267359,0.095786763,0.351901007,0.310110716,0.323312403,-0.063380767,0.035530575,0.004093627,0.015949702,0.084205614,0.012971562,0.04447457,0.035701678,0.130243007,0.407915303,0.283122102,0.413146706,0.148553125,0.274149429,0.278343765,0.710224299,0.47954563,0.243195122,0.629562457,0.246809805,0.389618791,0.40401047,0.204972474
VNG1624G,-0.034319218,0.125570497,0.179133231,0.108693686,0.110265803,0.082395621,0.041701742,-0.128430086,0.007367546,-0.315975714,-0.17776381,0.092271114,0.16320994,0.288221163,0.266156521,0.24657504,0.259536343,0.048819573,0.088082979,0.032136465,-0.058961227,0.215707941,0.109960501,-0.020605141,-0.006621008,-0.184613881,-0.12699889,-0.26066848,-0.230674661,-0.200674462,-0.406346666,-0.349251088
VNG1625H,0.074182237,0.140820092,0.005006612,0.037571833,0.231826202,0.685086098,0.137256243,0.140555378,0.291984787,-0.011308236,-0.474030337,-0.94376228,-1.428186229,-0.755149938,-1.206993119,-1.099911166,-1.225675123,-0.526476238,-0.20386984,-0.454673046,-0.177566033,-0.220907113,-0.23094345,-0.102855314,-0.081744485,-0.400519741,-0.372396946,0.018411077,-0.630676232,-0.902089554,-0.006203039,-0.375075143
VNG1626C,0.309212624,0.208378274,0.220902664,0.051098116,0.217995623,0.396170281,-0.275064722,-0.179337714,-0.128558066,-0.745228753,-0.544111257,-0.333294566,-0.534035098,-0.35368861,-0.365265573,-0.477247972,-0.400614682,-0.12912359,0.185235261,-2.08E-05,0.413021228,0.673268445,0.5294665,0.072143238,-0.051819903,-0.408553131,-0.255599705,-0.477326651,-0.699839569,-0.798702615,-0.722650508,-0.786131145
VNG1628G,0.180494666,-0.006402342,-0.035723825,0.002441134,0.013634028,-0.017025202,0.030269287,0.055303912,0.027356208,0.088579361,0.061869642,0.050290117,-0.00601849,0.045609634,-0.075046655,0.023118979,0.04701106,-0.003370896,-0.029524702,-0.005250671,0.031171819,-0.058807607,-0.020649234,-0.025051371,-0.033667248,0.024898007,0.064956895,-0.000845191,0.025802368,0.026050634,0.05847041,0.07097219
VNG1630H,0.567540225,-0.001191191,0.036304889,-0.790975304,0.017273867,0.387256703,-0.027916264,-0.03425835,0.497989222,0.135999571,0.08033985,-0.005767708,-0.519612478,-0.043593278,-0.336675939,-0.106141346,0.900260491,-0.84056639,-0.800343167,0.08903002,0.568168408,0.592501673,-0.072510389,-0.19401479,0.59593233,-0.018380426,0.11518077,-0.007330693,0.303431603,-0.383012675,0.076346361,0.163011484
VNG1631G,-0.065477941,0.073781302,0.020518349,0.078802091,-0.016869592,-0.071176345,-0.116304147,-0.116694256,-0.174338995,-0.091209342,0.00768383,-0.148142174,-0.045650312,-0.142802872,-0.187156186,-0.061252749,0.027644305,-0.102746805,0.045601079,-0.024629978,0.201737088,-0.017833273,0.083028107,0.017198878,0.103505795,-0.116407209,-0.016801534,-0.035801211,-0.122665318,-0.019165894,-0.076424604,-0.004242675
VNG1632G,-0.025567984,-0.025353837,0.100106099,-0.021235215,0.04401938,-0.07146096,0.022084635,0.056150589,-0.059063083,0.007146142,-0.040576845,0.136659905,0.11114184,0.176658742,-0.02406659,0.008633113,0.138139788,-0.132567562,0.084779574,0.155635701,0.092083632,0.055674916,0.117621884,0.077247983,-0.008586042,-0.030775686,0.024611781,-0.075813642,-0.195098317,-0.084436917,-0.134780406,-0.271419937
VNG1634G,0.018587186,-0.04037786,-0.002461483,-0.022581372,-0.044691071,0.009150029,-0.060601083,-0.019621208,-0.039426779,-0.12132899,-0.024449886,0.058234063,0.048704029,0.037608858,0.032013498,0.025023774,0.214881961,-0.053002748,-0.034594349,-0.039883943,-0.002283865,-0.082296354,-0.038737025,-0.132844067,0.008506338,-0.130419215,-0.043008847,0.017708237,0.124804832,0.065124663,-0.018910884,0.070486696
VNG1635G,0.198199886,-0.046060955,0.005633329,0.006634622,-0.033266235,0.018053596,-0.000795892,-0.003980777,-0.021958441,-0.068215391,-0.044956855,0.090468116,-0.051675747,-0.025172606,-0.038535399,-0.039331825,0.012796501,0.05051645,-0.040790572,0.031354817,-0.010188062,-0.014151588,0.006327462,-0.157888321,-0.09728281,0.000932953,0.01445182,0.051561934,0.006599967,-0.07534237,0.035632152,0.029842132
VNG1637G,-0.04177487,-0.090799644,-0.086576682,-0.089964284,-0.032059062,-0.126051383,0.018179805,0.047481636,0.021595806,0.276223805,0.262273167,0.13144156,0.197238036,-0.0450742,0.079592762,0.052607891,0.126630799,0.069633822,-0.202941011,-0.036546937,-0.109173993,-0.235426899,-0.087162365,-0.093499988,0.090621684,0.034875302,0.082382607,0.105392175,0.36019879,0.268361834,0.208259294,0.333979472
VNG1638H,-0.017369998,0.04098821,0.094203821,-0.146715201,0.054289953,0.065036525,-0.297646341,-0.165392914,0.224265444,-0.502560168,-0.494943296,-0.543867518,-0.662006475,-0.14679221,-0.245827202,-0.355335117,-0.404515881,-0.365800826,-0.255547291,-0.064744645,0.009264947,0.423253009,-0.021169294,0.313581334,-0.273657496,-0.165717538,0.146611162,-0.24964616,-0.590638733,-0.777371274,-0.512742175,-0.537729024
VNG1640H,-0.060452333,-0.100113419,-0.082746828,-0.060120565,-0.095870619,-0.240435167,-0.767829362,-0.677151054,-0.883964842,-0.785639895,-0.735760479,-0.576396195,-0.518347966,-0.442356379,-0.44788216,-0.1597749,-0.19153698,-0.173886549,-0.195934356,-0.143613331,-0.206078844,-0.378039932,-0.16874497,-1.086285429,-0.867732369,-1.023307435,-1.005782159,-0.894581985,-1.09030689,-0.794176131,-1.004150662,-0.986304444
VNG1641H,-0.028067228,-0.080403487,-0.19980028,-0.110376141,-0.173602923,0.051950136,0.242547011,0.326635644,0.597724222,0.356691216,0.198438282,0.094001662,0.21975641,0.382809152,0.29180302,0.523948635,0.501757249,0.005161724,0.018991532,0.02646202,0.195634693,0.447625685,0.040482481,0.571467803,0.65762156,0.839456535,0.944981452,0.672088633,0.880244331,0.721999445,0.807577309,0.832322323
VNG1642H,-0.110547065,0.16452174,0.233647958,-0.113048513,-0.161416617,0.176741329,-0.337953779,-0.041948869,-0.100909236,-0.576942771,-0.532078219,-0.735030803,-0.822610277,-0.519247183,-0.638799795,-0.864829666,-0.801216082,-0.405448119,-0.333418977,-0.11584631,0.073830846,0.518151223,-0.004974647,0.129125194,-0.146469135,-0.430500422,-0.208198035,-0.581673162,-0.783671057,-0.90625881,-0.747988746,-0.860282818
VNG1644G,-0.295085327,-0.119676564,-0.195144347,0.008104885,-0.067957423,-0.25377044,-0.060721156,-0.003206398,-0.193138463,0.347633977,0.315062028,0.089677888,0.190968315,-0.120889436,0.165235977,0.095282671,0.039223265,0.124171613,-0.03968035,-0.073394332,-0.24795453,-0.356842776,-0.255409609,-0.133715338,-0.010486034,0.176450165,0.105231024,0.226456524,0.427142256,0.450055087,0.380573287,0.527684725
VNG1645H,-0.11232203,-0.037014483,-0.004703642,0.022369301,-0.071296461,-0.08691481,-0.012268655,-0.044282085,-0.013086502,0.122484991,0.13459224,0.069018131,0.094345348,-0.086625793,0.010693739,0.053331952,0.005611147,0.081806112,0.04504666,-0.087217963,-0.127886955,-0.126454023,-0.14915385,-0.048476634,0.058915749,0.10644202,0.034498487,-0.000191775,0.139236719,0.347760065,0.172151765,0.139999998
VNG1646G,0.023036201,0.046537601,0.151931878,-0.018226012,0.067410276,0.014394931,-0.043709929,-0.106718153,-0.026647974,-0.545194016,-0.343258464,-0.347862537,-0.27763667,0.0021368,-0.112389924,-0.146706534,-0.292955721,-0.178506754,0.022881538,-0.002057902,0.108132365,0.254427075,0.116279009,-0.025168247,0.109051105,-0.197903941,-0.148236283,-0.306542376,-0.402941306,-0.373400629,-0.499522331,-0.538632785
VNG1647G,0.202694034,0.052856394,0.340749368,0.105792977,0.125304153,-0.031721205,0.030665534,0.169365265,0.028149862,-0.103617968,-0.012507649,-0.08111405,-0.180618507,0.027803076,-0.041606631,-0.033687404,-0.220474136,-0.020233685,0.094821384,0.14002533,0.193915163,0.107002492,0.252352618,0.048421134,-0.150080169,-0.017566941,-0.008216402,0.08614269,-0.095403207,-0.18538326,-0.081451984,-0.224773401
VNG1648G,0.259475833,-0.025906612,-0.008334152,-0.043898294,0.014518409,-0.017351776,-0.014989481,0.01739151,-0.053327457,-0.072785764,0.000592081,-0.023265011,0.00274254,-0.008763049,-0.05979228,-0.014440296,0.170657116,-0.019703452,-0.004718565,0.044829928,0.12145453,-0.031745549,0.008005411,-0.021163714,0.012121394,-0.053426857,-0.019519266,0.000152404,-0.000633452,0.053909732,-0.009389844,0.021849736
VNG1649G,0.057538642,-0.035764252,0.014603438,-0.031477392,0.030459514,-0.106507258,-0.036923654,0.031105582,-0.112451074,0.047925053,0.005971975,-0.00296962,-0.058814228,-0.017957825,-0.140586414,0.026580097,-0.111314348,0.077519727,0.082738768,0.039781194,-0.003358038,-0.118000328,-0.056425269,-0.001371166,-0.093385332,0.012913601,-0.011422988,0.000875366,-0.01427955,0.066924072,0.000227,-0.004828653
VNG1650H,0.194333818,0.017673795,-0.064461819,0.006819524,-0.026842868,-0.010680647,-0.031781633,-0.039883043,-0.100253724,0.020937088,0.067301087,0.038957681,-0.003788912,0.008460985,-0.111809463,0.037075952,0.02737488,-0.021316555,0.007266373,0.02579851,-0.012064258,-0.067118736,-0.03687823,-0.034481137,-0.012214822,0.00267681,-0.022875455,-0.057138912,-0.002935334,0.015349533,-0.082122618,0.038694356
